WKT,SA22019_V1_00,SA22019_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,Shape_X,Shape_Y
"POINT (1763410.06865 5919492.552)",141100,Mission Bay,1.54316812,1.54316812,-36.85637043148798,174.8330313384854,1763410.0686500007,5919492.551984369,1763410.06865,5919492.552
"POINT (1756631.9645 5914328.1672)",141200,Three Kings East,0.67406887,0.67406887,-36.90405142808927,174.75809872987406,1756631.9644999993,5914328.167206628,1756631.9645,5914328.1672
"POINT (1753959.44865 5912148.3986)",141300,Mount Roskill South,1.12967619,1.12967619,-36.92413216602656,174.7285571629183,1753959.4486500002,5912148.398611564,1753959.44865,5912148.3986
"POINT (1753599.7979 5900022.458)",141400,Inlet Manukau Harbour,0,374.53476742,-37.03344996365588,174.726989004216,1753599.7978999983,5900022.458019822,1753599.7979,5900022.458
"POINT (1758629.6417 5915579.6464)",141500,Epsom East,1.2682101,1.2682101,-36.89244145412143,174.78024964898452,1758629.6417,5915579.646417684,1758629.6417,5915579.6464
"POINT (1760766.0271 5917210.40025)",141600,Remuera Waiata,0.94346871,0.94346871,-36.877386578865185,174.80386909521067,1760766.0271065007,5917210.40025,1760766.0271,5917210.40025
"POINT (1757380.7658 5914200.18345)",141700,Epsom South,0.59629985,0.59629985,-36.90507994621216,174.7665265407862,1757380.7657947186,5914200.18345,1757380.7658,5914200.18345
"POINT (1764104.98925 5919435.64625)",141800,Kohimarama,1.51551288,1.51551288,-36.85676270490854,174.84083517367296,1764104.9892499996,5919435.646249849,1764104.98925,5919435.64625
"POINT (1762706.825 5918015.75715)",141900,Meadowbank West,1.04159594,1.04159594,-36.869797797842566,174.82546302409693,1762706.8249763667,5918015.757150001,1762706.825,5918015.75715
"POINT (1756498.8133 5913231.9448)",142000,Hillsborough North (Auckland),1.28975403,1.28975403,-36.9139508456584,174.75683137868864,1756498.8132976878,5913231.944800001,1756498.8133,5913231.9448
"POINT (1755617.15095 5912600.1548)",142100,Hillsborough West (Auckland),0.84158981,0.84158981,-36.91978943245606,174.74706805254004,1755617.1509500002,5912600.154811028,1755617.15095,5912600.1548
"POINT (1759758.3166 5915509.4407)",142200,Greenlane North,1.14324419,1.14324419,-36.89288359488772,174.79292558909728,1759758.3166000007,5915509.440687772,1759758.3166,5915509.4407
"POINT (1755107.0116 5911968.38145)",142300,Waikowhai North,0.69805023,0.69805023,-36.92556602666112,174.74147276929796,1755107.0116211206,5911968.381449999,1755107.0116,5911968.38145
"POINT (1761951.33575 5917334.568)",142400,Remuera East,0.88581251,0.88581251,-36.87606523104285,174.81713623803768,1761951.3357458268,5917334.568,1761951.33575,5917334.568
"POINT (1754817.18975 5911242.7072)",142500,Waikowhai South,1.3569043,1.3569043,-36.93215228129554,174.73836864698097,1754817.1897397877,5911242.7072,1754817.18975,5911242.7072
"POINT (1757467.43985 5913657.44705)",142600,Royal Oak West (Auckland),0.81130655,0.81130655,-36.90995568002618,174.76761184731805,1757467.4398728507,5913657.44705,1757467.43985,5913657.44705
"POINT (1765020.77465 5919502.9298)",142700,Saint Heliers West,1.18574088,1.18574088,-36.85599697472106,174.85108844591252,1765020.774650002,5919502.929823869,1765020.77465,5919502.9298
"POINT (1759461.069 5914576.21935)",142800,One Tree Hill,2.74928178,2.74928178,-36.90134236636168,174.78978753641366,1759461.0690000001,5914576.219338492,1759461.069,5914576.21935
"POINT (1756396.6923 5912469.15465)",142900,Hillsborough East (Auckland),0.63088972,0.63088972,-36.92084076806471,174.75584307878546,1756396.6923165498,5912469.154650001,1756396.6923,5912469.15465
"POINT (1765996.02145 5919890.15035)",143000,Saint Heliers North,1.33837278,1.33837278,-36.852337327291465,174.86193820543517,1765996.0214500003,5919890.150341352,1765996.02145,5919890.15035
"POINT (1761426.39975 5916362.77065)",143100,Remuera Abbotts Park,1.02200966,1.02200966,-36.884911116481355,174.8114558647944,1761426.3997510741,5916362.770649999,1761426.39975,5916362.77065
"POINT (1763787.3476 5918035.8179)",143200,Meadowbank East,0.65235233,0.65235233,-36.86943026373009,174.83757579758344,1763787.347592405,5918035.8179,1763787.3476,5918035.8179
"POINT (1761241.16935 5915515.109)",143300,Ellerslie Central,1.49455341,1.49455341,-36.89258028812545,174.80955854168445,1761241.169330085,5915515.109000001,1761241.16935,5915515.109
"POINT (1758296.02205 5913427.76935)",143400,Royal Oak East (Auckland),0.64096806,0.64096806,-36.91188639581018,174.7769568526318,1758296.0220500021,5913427.769356551,1758296.02205,5913427.76935
"POINT (1765196.61915 5918546.01015)",143500,Saint Heliers South,1.22213447,1.22213447,-36.86458801011897,174.8532682585722,1765196.6191723954,5918546.01015,1765196.61915,5918546.01015
"POINT (1756863.64895 5911960.3148)",143600,Hillsborough South (Auckland),1.16003339,1.16003339,-36.92534796191517,174.76118876372516,1756863.6489717285,5911960.3148,1756863.64895,5911960.3148
"POINT (1763762.68145 5917122.73855)",143700,Saint Johns West,1.04254929,1.04254929,-36.87766136304545,174.83749630219853,1763762.6814356158,5917122.73855,1763762.68145,5917122.73855
"POINT (1760218.7993 5914612.7408)",143800,Greenlane South,0.85269356,0.85269356,-36.90088490272212,174.79828076239485,1760218.7992911742,5914612.7408,1760218.7993,5914612.7408
"POINT (1762924.9818 5916488.7312)",143900,Remuera Waiatarua,1.57029283,1.57029283,-36.88351871458555,174.82823748118878,1762924.9818000002,5916488.731194841,1762924.9818,5916488.7312
"POINT (1766870.4968 5919754.1101)",144000,Glendowie North,2.04093198,2.04093198,-36.853409006552226,174.87177214174955,1766870.4968,5919754.110097229,1766870.4968,5919754.1101
"POINT (1757939.843 5912580.32545)",144100,Onehunga West,1.12226088,1.12226088,-36.91958178943176,174.77313710401967,1757939.8429823408,5912580.325449999,1757939.843,5912580.32545
"POINT (1760859.59945 5914819.32835)",144200,Ellerslie West,0.39993535,0.39993535,-36.89891446997744,174.80542594028145,1760859.599436238,5914819.32835,1760859.59945,5914819.32835
"POINT (1759132.51925 5913355.2026)",144300,Onehunga North,0.77236244,0.77236244,-36.91239943095377,174.78635809160448,1759132.5192308764,5913355.2026,1759132.51925,5913355.2026
"POINT (1762240.08205 5915421.44265)",144400,Ellerslie East,0.75500066,0.75500066,-36.89325299683008,174.82078394581728,1762240.0820500006,5915421.442674581,1762240.08205,5915421.44265
"POINT (1764524.48555 5917417.24835)",144500,Saint Johns East,0.60554145,0.60554145,-36.87487539941844,174.8459762085554,1764524.4855500003,5917417.2483656,1764524.48555,5917417.24835
"POINT (1778677.45555 5926960.34955)",144600,Oneroa West,8.42001025,8.42001025,-36.786327956575526,175.00244594460335,1778677.4555500024,5926960.349530447,1778677.45555,5926960.34955
"POINT (1765415.07015 5917739.297)",144700,Glen Innes West,1.36744793,1.36744793,-36.87181817398987,174.85589365690734,1765415.0701500005,5917739.297007677,1765415.07015,5917739.297
"POINT (1761738.1504 5914634.48465)",144800,Ellerslie South,0.82740695,0.82740695,-36.90042970115165,174.81532143194494,1761738.1504000002,5914634.484634897,1761738.1504,5914634.48465
"POINT (1763697.63855 5916034.61685)",144900,Stonefields West,0.54220765,0.54220765,-36.88747657994854,174.83700174101736,1763697.6385500007,5916034.616849889,1763697.63855,5916034.61685
"POINT (1759192.87845 5912544.87565)",145000,Onehunga Central,0.86447109,0.86447109,-36.91969041792537,174.7872057678551,1759192.8784249974,5912544.875671763,1759192.87845,5912544.87565
"POINT (1766714.38745 5918306.0611)",145100,Glendowie South,2.01355755,2.01355755,-36.86648323441775,174.87033994152347,1766714.3874560622,5918306.0611,1766714.38745,5918306.0611
"POINT (1760346.8276 5913465.1653)",145200,Oranga,0.66853336,0.66853336,-36.911202933102636,174.79996005392974,1760346.8276030314,5913465.1653,1760346.8276,5913465.1653
"POINT (1763095.39375 5915512.6535)",145300,Mount Wellington North West,0.92460656,0.92460656,-36.892283733105764,174.8303588485021,1763095.3937500129,5915512.65348712,1763095.39375,5915512.6535
"POINT (1764782.663 5916439.9425)",145400,Panmure Glen Innes Industrial,2.01306882,2.01306882,-36.88363581121137,174.84908395816615,1764782.6630001725,5916439.9425,1764782.663,5916439.9425
"POINT (1760261.131 5912065.37665)",145500,Onehunga-Te Papapa Industrial,3.03066329,3.03066329,-36.923829736574554,174.79929486955967,1760261.1310087922,5912065.37665,1760261.131,5912065.37665
"POINT (1760121.4956 5912591.9918)",145600,Te Papapa,0.71125763,0.71125763,-36.9191086141403,174.79761642698438,1760121.495600001,5912591.99182255,1760121.4956,5912591.9918
"POINT (1764257.3553 5915903.88675)",145700,Stonefields East,0.4456663,0.4456663,-36.88855719625939,174.84330821537452,1764257.3552812096,5915903.88675,1764257.3553,5915903.88675
"POINT (1766770.86275 5917458.1387)",145800,Glen Innes East-Wai O Taiki Bay,1.39719321,1.39719321,-36.8741128814914,174.87115959815975,1766770.8627442315,5917458.1387,1766770.86275,5917458.1387
"POINT (1762344.24605 5912451.0732)",145900,Penrose,6.42109891,6.42109891,-36.9199981105498,174.82258913559656,1762344.2460500002,5912451.073191602,1762344.24605,5912451.0732
"POINT (1764375.0212 5915329.23405)",146000,Mount Wellington North East,0.72707724,0.72707724,-36.893714278112256,174.84475267452376,1764375.0211794125,5915329.23405,1764375.0212,5915329.23405
"POINT (1757535.78975 5909292.85535)",146100,Mangere Bridge Ambury,3.14003923,3.14003923,-36.94927023704909,174.76928766905854,1757535.7897499986,5909292.855351213,1757535.78975,5909292.85535
"POINT (1763206.8157 5914455.3104)",146200,Mount Wellington Ferndale,0.85764389,0.85764389,-36.90179109426608,174.831836459235,1763206.815700001,5914455.310400454,1763206.8157,5914455.3104
"POINT (1766353.10125 5916246.75905)",146300,Point England,1.49144748,1.49144748,-36.88510088436489,174.86674032268482,1766353.101249999,5916246.759066832,1766353.10125,5916246.75905
"POINT (1769794.9509 5918762.1616)",146400,Bucklands Beach North,1.38358081,1.38358081,-36.86182514471403,174.90478101902852,1769794.950900002,5918762.161602656,1769794.9509,5918762.1616
"POINT (1763681.40475 5914164.67485)",146500,Mount Wellington East,0.59950669,0.59950669,-36.90432746540896,174.83722357211673,1763681.4047499993,5914164.674839787,1763681.40475,5914164.67485
"POINT (1762786.4383 5913407.30135)",146600,Mount Wellington West,0.77910143,0.77910143,-36.9113062725352,174.82734557679825,1762786.4382758213,5913407.301349999,1762786.4383,5913407.30135
"POINT (1764393.4035 5914796.8524)",146700,Panmure West,0.64420282,0.64420282,-36.898507781755214,174.84507437815606,1764393.4034898742,5914796.852399999,1764393.4035,5914796.8524
"POINT (1759243.13105 5909939.5775)",146800,Mangere Bridge,1.61801692,1.61801692,-36.94315601241393,174.78831815753347,1759243.131050952,5909939.577500001,1759243.13105,5909939.5775
"POINT (1783276.9876 5927939.77395)",146900,Oneroa East-Palm Beach,3.67313154,3.67313154,-36.77662561073364,175.05372787665507,1783276.9876222222,5927939.773949999,1783276.9876,5927939.77395
"POINT (1765757.8143 5915070.6179)",147000,Tamaki,1.29535319,1.29535319,-36.895802453146835,174.86032068983087,1765757.814294115,5915070.617900001,1765757.8143,5915070.6179
"POINT (1765662.1015 5914393.0256)",147100,Panmure East,1.01544659,1.01544659,-36.901924251772556,174.85939516374145,1765662.1014787233,5914393.025599999,1765662.1015,5914393.0256
"POINT (1763645.4273 5913481.42055)",147200,Mount Wellington Central,1.20738685,1.20738685,-36.910489778669195,174.83696757503205,1763645.4273087762,5913481.42055,1763645.4273,5913481.42055
"POINT (1793574.14975 5925114.9543)",147300,Bays Waiheke Island,0,35.90977647,-36.80002489713533,175.16975837683455,1793574.1497499999,5925114.954311016,1793574.14975,5925114.9543
"POINT (1763769.6055 5912793.3454)",147400,Sylvia Park,0.55720568,0.55720568,-36.91666771413791,174.8385096981737,1763769.6054999996,5912793.345397212,1763769.6055,5912793.3454
"POINT (1758944.3827 5908520.3089)",147500,Mangere Mountain View,1.69737938,1.69737938,-36.955994256691895,174.78526315504865,1758944.382699999,5908520.308875034,1758944.3827,5908520.3089
"POINT (1781067.1672 5925906.52285)",147600,Surfdale,2.61293278,2.61293278,-36.79536818446353,175.0294628982442,1781067.1672,5925906.522874467,1781067.1672,5925906.52285
"POINT (1764562.164 5911991.05265)",147700,Mount Wellington Industrial,3.33390434,3.33390434,-36.92375824146588,174.84757736253454,1764562.1639950033,5911991.052649999,1764562.164,5911991.05265
"POINT (1768961.34215 5916047.2714)",147800,Half Moon Bay West,1.13581355,1.28097083,-36.88643489056379,174.89603884719511,1768961.34215,5916047.271411084,1768961.34215,5916047.2714
"POINT (1757858.16205 5905023.2257)",147900,Auckland Airport,23.078179,23.078179,-36.98768624546333,174.77379932617825,1757858.16205,5905023.225723755,1757858.16205,5905023.2257
"POINT (1770547.9889 5917048.09495)",148000,Eastern Beach,1.18089038,1.18089038,-36.877132523573906,174.91360969614473,1770547.9889000002,5917048.094952039,1770547.9889,5917048.09495
"POINT (1767594.7232 5914133.22615)",148100,Sunnyhills West-Pakuranga North,1.62660244,1.62660244,-36.90392356926185,174.8811338686295,1767594.7231876478,5914133.2261500005,1767594.7232,5914133.22615
"POINT (1760964.38555 5909189.5271)",148200,Favona North,1.10913789,1.10913789,-36.949621380483826,174.80779906124386,1760964.3855615389,5909189.5271000005,1760964.38555,5909189.5271
"POINT (1769982.9914 5916800.7246)",148300,Bucklands Beach Central,0.57858447,0.57858447,-36.87946312750305,174.9073288596779,1769982.9913957983,5916800.7246,1769982.9914,5916800.7246
"POINT (1767912.42575 5914924.5601)",148400,Farm Cove,0.97579917,0.97579917,-36.89673738859629,174.88452271808947,1767912.4257277574,5914924.5601,1767912.42575,5914924.5601
"POINT (1759804.30965 5908186.67165)",148500,Mangere North,0.71602837,0.71602837,-36.958854766746654,174.79498813022798,1759804.3096500002,5908186.671668455,1759804.30965,5908186.67165
"POINT (1760254.84545 5908484.8961)",148600,Favona West,0.85935422,0.85935422,-36.95609115960106,174.79998320421475,1760254.8454500008,5908484.896113007,1760254.84545,5908484.8961
"POINT (1783481.12955 5926088.7616)",148700,Ostend,3.91352728,3.91352728,-36.793261756599904,175.0564597975399,1783481.1295330846,5926088.7616,1783481.12955,5926088.7616
"POINT (1769759.15145 5916010.6426)",148800,Half Moon Bay North East,0.64603015,0.64603015,-36.88662173816716,174.90499536513545,1769759.1514627975,5916010.6426,1769759.15145,5916010.6426
"POINT (1759421.84585 5907574.949)",148900,Mangere West,0.94260917,0.94260917,-36.964431285874475,174.79082316657735,1759421.8458500004,5907574.948997516,1759421.84585,5907574.949
"POINT (1766426.65405 5912615.9014)",149000,Pakuranga West,1.39204825,1.39204825,-36.91780113240125,174.86836295752778,1766426.654028521,5912615.9014,1766426.65405,5912615.9014
"POINT (1764328.37535 5911224.65375)",149100,Mount Wellington South West,0.69676276,0.69676276,-36.930704174109664,174.84512026028534,1764328.3753499999,5911224.653770577,1764328.37535,5911224.65375
"POINT (1768560.33995 5914325.65435)",149200,Sunnyhills East,0.87367206,0.87367206,-36.902017785809534,174.8919240689062,1768560.3399359914,5914325.6543499995,1768560.33995,5914325.65435
"POINT (1769502.00985 5915086.9953)",149300,Half Moon Bay South East,0.83429938,0.83429938,-36.894989661383505,174.90231778525893,1769502.0098370865,5915086.995300004,1769502.00985,5915086.9953
"POINT (1761124.4115 5908434.68515)",149400,Favona East,0.63568519,0.63568519,-36.956395132029584,174.80975646354764,1761124.4114935326,5908434.685149999,1761124.4115,5908434.68515
"POINT (1765182.47905 5911481.0833)",149500,Mount Wellington South East,0.67497377,0.67497377,-36.92824445626194,174.85464980373771,1765182.4790333246,5911481.0833,1765182.47905,5911481.0833
"POINT (1762585.5289 5908934.886)",149600,Otahuhu Industrial,1.84535772,1.84535772,-36.95163715675058,174.82605262008929,1762585.5288999984,5908934.886014989,1762585.5289,5908934.886
"POINT (1770542.3687 5915806.07205)",149700,Bucklands Beach South,1.12045176,1.12045176,-36.88832362694747,174.9138260117285,1770542.3686999995,5915806.072036486,1770542.3687,5915806.07205
"POINT (1767221.8603 5912861.6334)",149800,Pakuranga Central,1.12623986,1.12623986,-36.91544643938466,174.87723158879928,1767221.8603000003,5912861.633404391,1767221.8603,5912861.6334
"POINT (1744687.72945 5888440.89405)",149900,Awhitu,221.55326214,221.55326214,-37.13922331259533,174.62905713027791,1744687.72945,5888440.894057519,1744687.72945,5888440.89405
"POINT (1761232.61125 5907899.74765)",150000,Harania North,0.94437153,0.94437153,-36.9611963815646,174.8110853919806,1761232.611247861,5907899.747649999,1761232.61125,5907899.74765
"POINT (1763808.1723 5909983.48475)",150100,Otahuhu Central,1.26371643,1.26371643,-36.94197752191315,174.83955087568927,1763808.1723120166,5909983.48475,1763808.1723,5909983.48475
"POINT (1760135.7501 5906868.52745)",150200,Mangere Central,1.44488086,1.44488086,-36.97067495751764,174.79898885050574,1760135.7500885674,5906868.52745,1760135.7501,5906868.52745
"POINT (1764581.1744 5910365.9404)",150300,Otahuhu North,0.72481482,0.72481482,-36.93839691269267,174.84814427333654,1764581.17440615,5910365.9404,1764581.1744,5910365.9404
"POINT (1771280.6185 5915378.2597)",150400,Howick West,1.19288396,1.19288396,-36.89204430889476,174.92220309318444,1771280.618507397,5915378.2597,1771280.6185,5915378.2597
"POINT (1768244.45865 5913340.63575)",150500,Pakuranga Heights North West,0.76233989,0.76233989,-36.910948865956136,174.88859917805652,1768244.4586499955,5913340.635739539,1768244.45865,5913340.63575
"POINT (1772057.1305 5915753.73915)",150600,Mellons Bay,1.67597292,1.67597292,-36.88852017107609,174.93082781031282,1772057.1305000002,5915753.739162661,1772057.1305,5915753.73915
"POINT (1769112.14815 5913487.0097)",150700,Pakuranga Heights East,1.7906606,1.7906606,-36.90947488039821,174.89830174084895,1769112.14815,5913487.0096915765,1769112.14815,5913487.0097
"POINT (1762209.7825 5908117.99795)",150800,Sutton Park,0.73066323,0.73066323,-36.95906206768679,174.8220098102684,1762209.7825000011,5908117.99792891,1762209.7825,5908117.99795
"POINT (1765235.62615 5910260.9948)",150900,Otahuhu East,0.78725025,0.78725025,-36.9392278819043,174.85551279507587,1765235.6261502663,5910260.9947999995,1765235.62615,5910260.9948
"POINT (1759756.65565 5905944.95915)",151000,Mangere South,0.83316282,0.83316282,-36.97906078180855,174.79492742578327,1759756.6556254078,5905944.95915,1759756.65565,5905944.95915
"POINT (1785432.858 5925744.0263)",151100,Onetangi,5.961637,5.961637,-36.79598725819915,175.07840574586868,1785432.8579807258,5925744.0263,1785432.858,5925744.0263
"POINT (1761408.04905 5907230.28285)",151200,Harania South,0.77647104,0.77647104,-36.967198162863816,174.81319822662024,1761408.0490578092,5907230.28285,1761408.04905,5907230.28285
"POINT (1770272.9556 5914157.36075)",151300,Highland Park (Auckland),1.3763573,1.3763573,-36.90322643914741,174.91117465386236,1770272.9556000028,5914157.360746184,1770272.9556,5914157.36075
"POINT (1763975.8462 5909055.25045)",151400,Otahuhu South West,1.2416157,1.2416157,-36.950311591412316,174.8416343183726,1763975.8461999996,5909055.250464178,1763975.8462,5909055.25045
"POINT (1768058.47075 5912307.2373)",151500,Pakuranga Heights South West,0.97342709,0.97342709,-36.92029259872663,174.8867418433128,1768058.4707613809,5912307.237299999,1768058.47075,5912307.2373
"POINT (1761087.28455 5906627.64305)",151600,Mangere Mascot,0.78432156,0.78432156,-36.97268289181046,174.80972509453287,1761087.2845501075,5906627.64305,1761087.28455,5906627.64305
"POINT (1788977.38565 5924675.31255)",151700,Waiheke East,87.58150591,87.58150591,-36.80491409591431,175.11837507168812,1788977.38565,5924675.312527277,1788977.38565,5924675.31255
"POINT (1762353.36185 5907418.5218)",151800,Massey Road West,0.69352142,0.69352142,-36.96533953058981,174.82377216971298,1762353.3618456428,5907418.5218,1762353.36185,5907418.5218
"POINT (1764795.43785 5909537.416)",151900,Otahuhu South,0.81751878,0.81751878,-36.94582429532521,174.85072977392446,1764795.4378500003,5909537.416022703,1764795.43785,5909537.416
"POINT (1771452.4381 5914654.7465)",152000,Howick Central,0.85736036,0.85736036,-36.898531591486204,174.9242940524429,1771452.4381,5914654.746494951,1771452.4381,5914654.7465
"POINT (1763304.46025 5907685.722)",152100,Massey Road North,0.85957729,0.85957729,-36.96276753641479,174.8343934466564,1763304.4602333885,5907685.722,1763304.46025,5907685.722
"POINT (1770480.24975 5913371.1022)",152200,Botany Downs West,0.81388435,0.81388435,-36.91027281543162,174.91367716563414,1770480.2497500004,5913371.102220159,1770480.24975,5913371.1022
"POINT (1767826.82745 5910205.0824)",152300,East Tamaki,7.77495611,7.77495611,-36.939273545262076,174.88460888690068,1767826.827431586,5910205.0824,1767826.82745,5910205.0824
"POINT (1772079.57485 5914486.3536)",152400,Howick East,1.10919825,1.10919825,-36.899934533781575,174.9313673310875,1772079.57485,5914486.353587336,1772079.57485,5914486.3536
"POINT (1768861.6025 5912091.3504)",152500,Burswood,0.52549252,0.52549252,-36.92209412539334,174.8958020536143,1768861.6024958666,5912091.3504,1768861.6025,5912091.3504
"POINT (1762215.123 5906687.8974)",152600,Massey Road South,0.32471635,0.32471635,-36.97194622604783,174.82237696823896,1762215.1229997969,5906687.8974,1762215.123,5906687.8974
"POINT (1764099.72425 5907989.92985)",152700,Middlemore,0.7202557,0.7202557,-36.95988835908787,174.84325633397117,1764099.7242499997,5907989.929842213,1764099.72425,5907989.92985
"POINT (1761128.1953 5905334.6474)",152800,Mangere South East,4.33120515,4.33120515,-36.98432571360351,174.81046055915175,1761128.1952858898,5905334.647399999,1761128.1953,5905334.6474
"POINT (1771275.6547 5913413.14165)",152900,Botany Downs East,0.67735204,0.67735204,-36.90974992744444,174.92259168874762,1771275.6546869143,5913413.14165,1771275.6547,5913413.14165
"POINT (1765248.39395 5908162.53265)",153000,Grange,1.43178152,1.43178152,-36.958132295710634,174.85611491559558,1765248.393929104,5908162.5326499995,1765248.39395,5908162.53265
"POINT (1769902.4429 5912074.8088)",153100,Golflands,1.40769231,1.40769231,-36.922056118332435,174.90748536934882,1769902.4428999885,5912074.808814572,1769902.4429,5912074.8088
"POINT (1762608.5091 5906490.1813)",153200,Aorere North,0.33000405,0.33000405,-36.973659717737526,174.82683694306922,1762608.5090996684,5906490.181299999,1762608.5091,5906490.1813
"POINT (1763297.6208 5906954.7366)",153300,Mangere East,0.8686461,0.8686461,-36.96935479119275,174.83447472929635,1763297.620782822,5906954.7366,1763297.6208,5906954.7366
"POINT (1773070.77915 5914498.25095)",153400,Cockle Bay,1.72842717,1.72842717,-36.899646015233266,174.94248378633083,1773070.7791466098,5914498.250949997,1773070.77915,5914498.25095
"POINT (1766075.28445 5908393.018)",153500,Otara West,1.55637466,1.55637466,-36.95591017101362,174.8653476424876,1766075.2844500004,5908393.018009999,1766075.28445,5908393.018
"POINT (1762796.97515 5906091.56655)",153600,Aorere Central,0.61986073,0.61986073,-36.97721858845067,174.8290392731356,1762796.975171777,5906091.56655,1762796.97515,5906091.56655
"POINT (1771158.82825 5912411.6977)",153700,Northpark North,0.86166842,0.86166842,-36.918793626256104,174.92150736853654,1771158.8282499998,5912411.697707037,1771158.82825,5912411.6977
"POINT (1772333.70515 5913084.75685)",153800,Somerville,1.556066,1.556066,-36.91251571769581,174.93453704693215,1772333.7051500003,5913084.756872514,1772333.70515,5913084.75685
"POINT (1770777.70045 5911976.34025)",153900,Northpark South,0.70661609,0.70661609,-36.92278509683614,174.91732906946226,1770777.70045,5911976.340231401,1770777.70045,5911976.34025
"POINT (1764672.7682 5906530.0522)",154000,Papatoetoe North,0.99327426,0.99327426,-36.97294144446167,174.85000838386654,1764672.768174999,5906530.052179551,1764672.7682,5906530.0522
"POINT (1765644.9997 5907573.1315)",154100,Dingwall,0.82690072,0.82690072,-36.963372931303695,174.86069681999237,1765644.9996999998,5907573.131513072,1765644.9997,5907573.1315
"POINT (1763473.8964 5905587.10135)",154200,Aorere South,1.23986273,1.23986273,-36.98164633541774,174.83675027847548,1763473.8964,5905587.101339765,1763473.8964,5905587.10135
"POINT (1773455.90745 5913532.7939)",154300,Shelly Park,1.23160322,1.23160322,-36.90827342772743,174.94702514238608,1773455.9074499998,5913532.793903835,1773455.90745,5913532.7939
"POINT (1767079.5103 5908487.984)",154400,Otara Central,1.52354042,1.52354042,-36.95487687112708,174.8766005608165,1767079.5102999988,5908487.983988678,1767079.5103,5908487.984
"POINT (1769842.81005 5910650.42605)",154500,Huntington Park,0.43602247,0.43602247,-36.93489988801289,174.90713597833977,1769842.8100499997,5910650.426048029,1769842.81005,5910650.42605
"POINT (1770262.17015 5911023.20845)",154600,Botany Central,0.46967108,0.46967108,-36.93146561267102,174.91175860729305,1770262.1701500006,5911023.208446782,1770262.17015,5911023.20845
"POINT (1771468.60705 5911680.94025)",154700,Botany North,0.92492593,0.92492593,-36.925321051167586,174.92514887267902,1771468.6070499993,5911680.940273984,1771468.60705,5911680.94025
"POINT (1764367.1699 5905712.90765)",154800,Papatoetoe West,1.22430308,1.22430308,-36.980357167774756,174.84675473395615,1764367.1698999945,5905712.907670481,1764367.1699,5905712.90765
"POINT (1765383.49355 5906458.7168)",154900,Papatoetoe Central,1.45756102,1.45756102,-36.973459491390884,174.8580048121648,1765383.4935499986,5906458.716795211,1765383.49355,5906458.7168
"POINT (1777859.67735 5916314.60865)",155000,Sunkist Bay,1.52794958,1.52794958,-36.88239152298154,174.99577719551087,1777859.677326559,5916314.608650001,1777859.67735,5916314.60865
"POINT (1767928.42915 5908394.32765)",155100,Otara East,0.86784541,0.86784541,-36.95556963823447,174.88615156111945,1767928.4291499997,5908394.327667188,1767928.42915,5908394.32765
"POINT (1769630.24245 5909726.2005)",155200,Redcastle,0.55578712,0.55578712,-36.94326501955471,174.90495762588733,1769630.2424499998,5909726.2004992645,1769630.24245,5909726.2005
"POINT (1771162.39755 5910856.2909)",155300,Botany East,0.78145049,0.78145049,-36.93280635158896,174.9218992642554,1771162.3975246688,5910856.290900001,1771162.39755,5910856.2909
"POINT (1770465.5537 5910285.1905)",155400,Botany South,0.74938028,0.74938028,-36.93807800210578,174.91420744567054,1770465.5537165892,5910285.1905000005,1770465.5537,5910285.1905
"POINT (1762827.70825 5902889.9591)",155500,Manukau Central,11.40347043,11.40347043,-37.00605921979696,174.8300756240213,1762827.7082714885,5902889.959100001,1762827.70825,5902889.9591
"POINT (1766685.75555 5906582.33815)",155600,Papatoetoe East,1.06859241,1.06859241,-36.97211588735182,174.8726007292874,1766685.7555594863,5906582.33815,1766685.75555,5906582.33815
"POINT (1767033.09575 5906995.22435)",155700,Otara South,0.80187121,0.80187121,-36.96833433711098,174.87640961166917,1767033.0957500008,5906995.224350106,1767033.09575,5906995.22435
"POINT (1767528.4275 5907128.40625)",155800,Ferguson,0.98687785,0.98687785,-36.96704636659038,174.88194177458766,1767528.4275000005,5907128.406242299,1767528.4275,5907128.40625
"POINT (1764412.3222 5904665.94565)",155900,Papatoetoe South West,0.8285968,0.8285968,-36.9897821469347,174.84748996693554,1764412.3221975628,5904665.94565,1764412.3222,5904665.94565
"POINT (1768878.48995 5907913.2538)",156000,Botany Junction,2.48251702,2.48251702,-36.959733947696584,174.8969247644947,1768878.4899500003,5907913.253775118,1768878.48995,5907913.2538
"POINT (1770249.8127 5909409.50175)",156100,Dannemora North,0.54899463,0.54899463,-36.94600652212143,174.91198324424917,1770249.8126841057,5909409.50175,1770249.8127,5909409.50175
"POINT (1766200.0691 5905981.8469)",156200,Papatoetoe South,0.79596382,0.79596382,-36.97761203404524,174.86727923207303,1766200.0690750002,5905981.846893738,1766200.0691,5905981.8469
"POINT (1771208.49265 5909863.9431)",156300,East Tamaki Heights,1.23138033,1.23138033,-36.94173847207349,174.92264124395373,1771208.4926499994,5909863.9430770315,1771208.49265,5909863.9431
"POINT (1778424.8889 5914165.75325)",156400,Te Puru,7.30215412,7.40264931,-36.90164405545156,175.00262182361453,1778424.8889000015,5914165.753237991,1778424.8889,5914165.75325
